"","ensembl.id","Symbol","moduleColor","GS.fgf21.serum","MM.maroon","MM.paleturquoise"
"148","ENSMUSG00000002968","Med25","paleturquoise",0.650021166728543,0.174429694987818,0.846021200402686
"149","ENSMUSG00000073758","Sh3d21","paleturquoise",0.649743774910031,0.448800685252976,0.883223052782355
"150","ENSMUSG00000032387","Rbpms2","paleturquoise",0.649588550438798,0.696529537913238,0.559755972868952
"151","ENSMUSG00000018661","Cog1","paleturquoise",0.649049086553868,0.517756671914786,0.450800094171146
"152","ENSMUSG00000001120","Pcbp3","paleturquoise",0.647827354581566,0.502060856333824,0.633040320394433
"153","ENSMUSG00000029032","Arhgef16","paleturquoise",0.646679734641641,0.136868206507956,0.575614452671985
"154","ENSMUSG00000007029","Vars","paleturquoise",0.645604515870528,0.382491729907728,0.900661030799209
"155","ENSMUSG00000079501","Gm5138","paleturquoise",0.645351810721061,0.627287645014964,0.83969904914033
"156","ENSMUSG00000001552","Jup","paleturquoise",0.644525512300042,0.423506540837866,0.782075103466547
"157","ENSMUSG00000034152","Exoc3","paleturquoise",0.64440789731192,0.412665984252761,0.616621865077264
"158","ENSMUSG00000019261","Map1s","paleturquoise",0.644202774230945,0.474847613732481,0.890693010209931
"159","ENSMUSG00000030600","Lrfn1","paleturquoise",0.644160032939357,0.0614678815649269,0.690852311898855
"160","ENSMUSG00000059409","Ppp2r5d","paleturquoise",0.643963007866,0.415361642142815,0.870064677322439
"161","ENSMUSG00000046679","C87436","paleturquoise",0.64366509615228,0.517725590355963,0.65720950365886
"162","ENSMUSG00000031360","Ctps2","paleturquoise",0.643485067217137,0.762322964486489,0.700952190291012
"163","ENSMUSG00000001472","Tcf25","paleturquoise",0.642058354754317,0.438790739188619,0.928602516902098
"164","ENSMUSG00000038965","Ube2l3","paleturquoise",0.641885156810763,0.458058362950347,0.799634472411988
"165","ENSMUSG00000042099","Kank3","paleturquoise",0.641838430151265,0.740299788212165,0.842064474663014
"166","ENSMUSG00000094737","Gm17045","paleturquoise",0.641376324901192,0.607014888008119,0.805644142955742
"167","ENSMUSG00000025364","Pa2g4","paleturquoise",0.640569038596088,0.540976567162904,0.796286765486827
"168","ENSMUSG00000045665","Mfsd5","paleturquoise",0.639566892114059,0.364546062039669,0.945195888975755
"169","ENSMUSG00000057788","Ddx49","paleturquoise",0.63926640370626,0.559924339389581,0.769887484029541
"170","ENSMUSG00000029086","Prom1","paleturquoise",0.638309783146947,0.750381126348593,0.546545428916178
"171","ENSMUSG00000042178","Armc5","paleturquoise",0.638225964658974,0.42386680070641,0.851229062412029
"172","ENSMUSG00000045917","Tmem268","paleturquoise",0.637878865639894,0.690508510287438,0.764546092206411
"173","ENSMUSG00000041199","Rpusd1","paleturquoise",0.637736034788693,0.607588737129638,0.755175857229115
"174","ENSMUSG00000027931","Npr1","paleturquoise",0.637633253558313,0.504520412465296,0.785206775877315
"175","ENSMUSG00000089670","Gm16581","paleturquoise",0.637007452304028,0.65381210893511,0.621965376522026
"176","ENSMUSG00000023034","Nr4a1","paleturquoise",0.636021709290782,0.587792164325964,0.676740834461057
"177","ENSMUSG00000005103","Wdr1","paleturquoise",0.63504809509901,0.459512190060885,0.563131867821787
"178","ENSMUSG00000024371","C2","paleturquoise",0.634984895188316,0.6294597186782,0.611360826557817
"179","ENSMUSG00000003541","Ier3","paleturquoise",0.634942027721322,0.696913442236038,0.748867024119077
"180","ENSMUSG00000003581","Rnf215","paleturquoise",0.634841116487987,0.588931622297172,0.741610424042761
"181","ENSMUSG00000051397","Tacstd2","paleturquoise",0.634442055453969,0.414984952430622,0.78999214483628
"182","ENSMUSG00000010936","Vac14","paleturquoise",0.63405639380387,0.493279475759776,0.736841838321129
"183","ENSMUSG00000041782","Lad1","paleturquoise",0.634020302231879,0.497168947412278,0.93750697439707
"184","ENSMUSG00000033021","Gmppa","paleturquoise",0.63398921422816,0.480619813915923,0.952997730875552
"185","ENSMUSG00000013833","Med16","paleturquoise",0.633768446921617,0.481197063914669,0.810965378182811
"186","ENSMUSG00000113936","Gm8784","paleturquoise",0.633557702596932,0.504841154105024,0.306727687184415
"187","ENSMUSG00000024566","Atp9b","paleturquoise",0.633331811622024,0.480507208794003,0.791155455474924
"188","ENSMUSG00000001844","Zdhhc4","paleturquoise",0.632948940487989,0.461102753373945,0.821770567456645
"189","ENSMUSG00000025027","Xpnpep1","paleturquoise",0.632499991973291,0.480906121498331,0.619447877156229
"190","ENSMUSG00000038884","Shfl","paleturquoise",0.631973269871955,0.62820951061754,0.768855559563832
"191","ENSMUSG00000071646","Mta2","paleturquoise",0.631846088764881,0.548830162030871,0.697098369456308
"192","ENSMUSG00000034908","Sidt2","paleturquoise",0.631694781571271,0.428370121607067,0.676405876085386
"193","ENSMUSG00000045302","Preb","paleturquoise",0.631554598572458,0.406153481316386,0.910918583957847
"194","ENSMUSG00000034432","Cops8","paleturquoise",0.631324137149811,0.609260754426481,0.694436345845678
"195","ENSMUSG00000029029","Wrap73","paleturquoise",0.630883276053478,0.449848417890804,0.681817203037457
"196","ENSMUSG00000003435","Supt5","paleturquoise",0.630774854488187,0.417662893248187,0.697234382698807
"197","ENSMUSG00000040463","Mybbp1a","paleturquoise",0.630765079202467,0.497849973417012,0.266974852874082
"198","ENSMUSG00000037852","Cpe","paleturquoise",0.629834560765291,0.540663329098535,0.364773738729399
"199","ENSMUSG00000033542","Arhgef5","paleturquoise",0.629779530888279,0.327138387689694,0.567926185336567
"200","ENSMUSG00000061048","Cdh3","paleturquoise",0.629255528813229,0.398431884215049,0.607287320866022
"201","ENSMUSG00000055653","Gpc3","paleturquoise",0.62887376883954,0.568475939633742,0.542497470984426
"202","ENSMUSG00000024909","Efemp2","paleturquoise",0.628817248004284,0.330560034882324,0.928670456201051
"203","ENSMUSG00000032806","Slc10a3","paleturquoise",0.628678073369684,0.171315467446183,0.327230519594903
"204","ENSMUSG00000024395","Lims2","paleturquoise",0.628122052884868,0.568640782740974,0.850261805993716
"205","ENSMUSG00000027995","Tlr2","paleturquoise",0.628055861903308,0.512792620199893,0.660036151338647
"206","ENSMUSG00000031402","Mpp1","paleturquoise",0.627494797428011,0.708407334822589,0.467560741591587
"207","ENSMUSG00000021650","Ptcd2","paleturquoise",0.627258413780004,0.542236495374651,0.899177132778349
"208","ENSMUSG00000002205","Vrk3","paleturquoise",0.625656216238676,0.551780068518127,0.85854592219695
"209","ENSMUSG00000046993","Gm5637","paleturquoise",0.62555019056572,0.637083698958088,0.723298246405118
"210","ENSMUSG00000005481","Ddx39a","paleturquoise",0.625549904935555,0.602903585975068,0.790875012678351
"211","ENSMUSG00000039323","Igfbp2","paleturquoise",0.625510705919968,0.616699431213972,0.809387974749876
"212","ENSMUSG00000035640","Cbarp","paleturquoise",0.625484018460314,0.278731400948759,0.578430575864238
"213","ENSMUSG00000033554","Dph5","paleturquoise",0.624663950771236,0.557539204774337,0.795252532454781
"214","ENSMUSG00000023118","Sympk","paleturquoise",0.624628936160696,0.465376478432036,0.896410953474562
"215","ENSMUSG00000021281","Tnfaip2","paleturquoise",0.624362044106416,0.515098416191406,0.534438302155929
"216","ENSMUSG00000020238","Ncln","paleturquoise",0.62426036983213,0.396967921885069,0.924683448305602
"217","ENSMUSG00000097328","Tnfsf12","paleturquoise",0.624245677368174,0.77891350382884,0.692829151745138
"218","ENSMUSG00000022438","Parvb","paleturquoise",0.62357838813073,0.469219009337831,0.559370027303116
"219","ENSMUSG00000014959","Gorasp2","paleturquoise",0.62333204340385,0.436520146879492,0.444278952989171
"220","ENSMUSG00000030714","Sgf29","paleturquoise",0.622980934448048,0.540250191608928,0.913877486334429
"221","ENSMUSG00000015165","Hnrnpl","paleturquoise",0.62240569132549,0.480104492925078,0.44373215763998
"222","ENSMUSG00000016541","Atxn10","paleturquoise",0.622213922789471,0.679759565887955,0.840422143731451
"223","ENSMUSG00000031708","Tecr","paleturquoise",0.621863803890278,0.438064509782605,0.895477098004019
"224","ENSMUSG00000042286","Stab1","paleturquoise",0.621507464311559,0.33482007162787,0.620154511213336
"225","ENSMUSG00000006024","Napa","paleturquoise",0.620541561055446,0.448180313834049,0.9732867697995
"226","ENSMUSG00000038279","Nop2","paleturquoise",0.620116602291376,0.540165776145373,0.807819971781395
"227","ENSMUSG00000006731","B4galnt1","paleturquoise",0.619974663785993,0.274963150606527,0.636583303187807
"228","ENSMUSG00000046761","Fam83h","paleturquoise",0.619102456294647,0.353841332000598,0.563267854536967
"229","ENSMUSG00000053730","Tmem39b","paleturquoise",0.619045011217738,0.172800525100289,0.755999166074352
"230","ENSMUSG00000054342","Kcnn4","paleturquoise",0.618823223486201,0.402016764427128,0.850386612481625
"231","ENSMUSG00000030718","Ppme1","paleturquoise",0.61791178194346,0.522498496164062,0.625544685904886
"232","ENSMUSG00000022550","Adck5","paleturquoise",0.617743442930861,0.381261949984011,0.860425505422103
"233","ENSMUSG00000041346","Wrap53","paleturquoise",0.617394332595746,0.378070645448477,0.745193242281037
"234","ENSMUSG00000034765","Dusp5","paleturquoise",0.617393661743903,0.482060138088279,0.623811361198047
"235","ENSMUSG00000036752","Tubb4b","paleturquoise",0.617037985932204,0.30121439734153,0.703784982790419
"236","ENSMUSG00000052563","D930048N14Rik","paleturquoise",0.61649462847341,0.308973227532888,0.819093246811187
"237","ENSMUSG00000021975","Ints9","paleturquoise",0.61639393506517,0.443808318287292,0.679244538937259
"238","ENSMUSG00000026816","Gtf3c5","paleturquoise",0.616262655384613,0.360908541795535,0.687265403085207
"239","ENSMUSG00000020537","Drg2","paleturquoise",0.615865411306493,0.514352398827491,0.88439081928934
"240","ENSMUSG00000024855","Pacs1","paleturquoise",0.615625710163602,0.624345149646235,0.65331036369232
"241","ENSMUSG00000010064","Slc38a3","paleturquoise",0.615394517338928,0.606248172818995,0.691278303729803
"242","ENSMUSG00000041119","Pde9a","paleturquoise",0.615359109034214,0.175874210562388,0.782874871276825
"243","ENSMUSG00000027405","Nop56","paleturquoise",0.614836420602813,0.542390956964382,0.766401725395828
"244","ENSMUSG00000027395","Polr1b","paleturquoise",0.613855764036794,0.4669814636373,0.602153967284538
"245","ENSMUSG00000032583","Mon1a","paleturquoise",0.613833279377359,0.321417640840017,0.886693149308125
"246","ENSMUSG00000027411","Vps16","paleturquoise",0.613428797524026,0.353510905694354,0.88110254360197
"247","ENSMUSG00000023170","Gps2","paleturquoise",0.613426253356723,0.587183374635438,0.926536558723529
"248","ENSMUSG00000036151","Tm6sf2","paleturquoise",0.613011733108346,0.527027616401325,0.736466931882188
"249","ENSMUSG00000018459","Slc13a3","paleturquoise",0.612794102851277,0.455431458451179,0.749532771388744
"250","ENSMUSG00000022558","Mroh1","paleturquoise",0.612622487967539,0.327727789459696,0.789443823261089
"251","ENSMUSG00000037949","Ano10","paleturquoise",0.612566515722115,0.544152383822988,0.786318747614389
"252","ENSMUSG00000048668","Rhno1","paleturquoise",0.612527246650356,0.596334486617864,0.505184602432214
"253","ENSMUSG00000028869","Gnl2","paleturquoise",0.612045727749016,0.802131393961334,0.649820642605002
"254","ENSMUSG00000079334","Naa80","paleturquoise",0.611591404604609,0.339373408715749,0.883146292787814
"255","ENSMUSG00000025384","Faap100","paleturquoise",0.610788819806533,0.346582511036413,0.906508241070868
"256","ENSMUSG00000034708","Grn","paleturquoise",0.610755525848165,0.525719100713544,0.855588673311899
"257","ENSMUSG00000001525","Tubb5","paleturquoise",0.61061229482013,0.253192309556455,0.823474557125164
"258","ENSMUSG00000004846","Plod3","paleturquoise",0.610380259715703,0.263377009322135,0.665548211216699
"259","ENSMUSG00000031861","Lpar2","paleturquoise",0.610273948895577,0.199723180135166,0.59102024579855
"260","ENSMUSG00000017754","Pltp","paleturquoise",0.610018801808656,0.584548777712228,0.470144051501919
"261","ENSMUSG00000024773","Atg2a","paleturquoise",0.608838181456059,0.178234915127577,0.618782206126221
"262","ENSMUSG00000040188","Scamp2","paleturquoise",0.608746147586595,0.435001580219253,0.571213657680798
"263","ENSMUSG00000004951","Hspb1","paleturquoise",0.60837609451992,0.42439826656045,0.798157093001353
"264","ENSMUSG00000021081","Serpina1f","paleturquoise",0.607803914105119,0.70116111052584,0.798942113350817
"265","ENSMUSG00000024220","Zfp523","paleturquoise",0.607651861727571,0.180651189458864,0.73065615744469
"266","ENSMUSG00000025132","Arhgdia","paleturquoise",0.607627887709698,0.381241972372506,0.957075107762459
"267","ENSMUSG00000029513","Prkab1","paleturquoise",0.607463251781027,0.776977298723822,0.69349841134043
"268","ENSMUSG00000030738","Eif3c","paleturquoise",0.607171501972125,0.466348683729299,0.67750629061289
"269","ENSMUSG00000011008","Mcoln2","paleturquoise",0.606679427231269,0.54560457075971,0.669866516229168
"270","ENSMUSG00000028693","Nasp","paleturquoise",0.606331836067946,0.666292546384313,0.758381113087125
"271","ENSMUSG00000042766","Trim46","paleturquoise",0.606191217186961,0.856412883442869,0.636961600930491
"272","ENSMUSG00000028755","Cda","paleturquoise",0.606125918538666,0.550503139995026,0.898551995232878
"273","ENSMUSG00000062906","Hdac10","paleturquoise",0.60608704809499,0.6274678237892,0.833303354176567
"274","ENSMUSG00000040701","Ap1g2","paleturquoise",0.606040516883212,0.259595918718682,0.683661280648315
"275","ENSMUSG00000034845","Plvap","paleturquoise",0.605850674436884,0.572111919656802,0.936113074569492
"276","ENSMUSG00000014867","Surf4","paleturquoise",0.605444436180408,0.507351798227251,0.809182373981501
"277","ENSMUSG00000019470","Xab2","paleturquoise",0.605295149634467,0.303190018643804,0.874076623934305
"278","ENSMUSG00000068922","Msto1","paleturquoise",0.605189009004499,0.489475139874301,0.895918794872625
"279","ENSMUSG00000015095","Fbxw5","paleturquoise",0.604954575936002,0.268160713689283,0.880301175152988
"280","ENSMUSG00000003363","Pld3","paleturquoise",0.604595295099512,0.358811686813493,0.742490178201282
"281","ENSMUSG00000029605","Oas1b","paleturquoise",0.603975956804523,0.404454696631585,0.562400664069722
"282","ENSMUSG00000014859","E2f4","paleturquoise",0.602575117672558,0.590158194101413,0.724387274614236
"283","ENSMUSG00000024571","Txnl4a","paleturquoise",0.602483637838612,0.498512498337623,0.936171868414569
"284","ENSMUSG00000087341","0610040F04Rik","paleturquoise",0.602449410811018,0.636777009032363,0.626497360165516
"285","ENSMUSG00000017493","Igfbp4","paleturquoise",0.60199305773114,0.615688614905397,0.859582836069995
"286","ENSMUSG00000022469","Rapgef3","paleturquoise",0.601884282042477,0.466325289688971,0.858663953760348
"287","ENSMUSG00000049680","Urgcp","paleturquoise",0.601690007615144,0.500153324387139,0.90398213436798
"288","ENSMUSG00000028841","Cnksr1","paleturquoise",0.6014528885987,0.376798322202365,0.805464034757108
"289","ENSMUSG00000034684","Sema3f","paleturquoise",0.601133588254136,0.510302917397772,0.756436153982293
"290","ENSMUSG00000029629","Phf14","paleturquoise",0.600999898377295,0.443997393107701,0.645808457147196
"291","ENSMUSG00000022554","Hgh1","paleturquoise",0.600642534184009,0.290882192371129,0.912683118201211
"292","ENSMUSG00000059552","Trp53","paleturquoise",0.600578142415756,0.485352226959229,0.188345964273479
"293","ENSMUSG00000049728","Zfp668","paleturquoise",0.6001566541699,0.489664672975114,0.723180517598825
